107 	0.480766
1684	0.338045
3437	0.236363
1912	0.229543
1085	0.149263
0   	0.146554
698 	0.115578
567 	0.096558
58  	0.084608
428 	0.064557
563 	0.063028
860 	0.058074
414 	0.047881
1577	0.040032
348 	0.038246
1718	0.037591
686 	0.029970
594 	0.029051
136 	0.027118
3980	0.025068
1465	0.024820
171 	0.015740
862 	0.011995
483 	0.010556
2543	0.007852
3830	0.006685
376 	0.006443
1666	0.006422
1420	0.006304
1534	0.006196
713 	0.005262
475 	0.005246
1405	0.004345
828 	0.004211
1505	0.004030
745 	0.003884
173 	0.003879
34  	0.003850
719 	0.003531
2347	0.003448
1165	0.003409
805 	0.003300
484 	0.003146
747 	0.002963
1171	0.002760
830 	0.002619
703 	0.002528
353 	0.002388
1361	0.002246
697 	0.002212
596 	0.002164
823 	0.002133
3756	0.002104
389 	0.002064
526 	0.002043
566 	0.002035
1941	0.001975
4031	0.001958
2266	0.001956
1642	0.001930
517 	0.001921
198 	0.001911
3877	0.001895
651 	0.001839
3684	0.001833
119 	0.001771
637 	0.001766
1656	0.001753
2047	0.001724
363 	0.001700
580 	0.001689
1419	0.001676
2007	0.001671
2542	0.001605
3495	0.001602
3561	0.001573
1758	0.001555
3633	0.001554
538 	0.001532
803 	0.001515
2468	0.001461
3851	0.001434
366 	0.001424
3456	0.001411
3948	0.001400
3677	0.001389
990 	0.001360
1352	0.001359
1663	0.001348
810 	0.001335
56  	0.001333
2289	0.001333
800 	0.001316
2133	0.001261
819 	0.001258
2189	0.001251
606 	0.001245
774 	0.001235
322 	0.001211
1173	0.001190
21  	0.001186
2268	0.001181
1126	0.001165
67  	0.001160
3861	0.001155
1687	0.001154
1726	0.001115
412 	0.001115
1621	0.001110
373 	0.001106
1835	0.001069
2117	0.001047
3674	0.001042
1376	0.001039
3173	0.001028
3577	0.001008
925 	0.001004
1553	0.001003
3592	0.000994
122 	0.000993
419 	0.000991
798 	0.000990
3525	0.000982
916 	0.000964
1074	0.000956
420 	0.000947
3454	0.000940
1317	0.000934
1954	0.000929
1536	0.000928
553 	0.000918
1450	0.000916
315 	0.000905
840 	0.000882
1029	0.000879
1522	0.000878
1483	0.000878
460 	0.000869
708 	0.000859
3501	0.000858
1086	0.000851
1289	0.000842
395 	0.000838
304 	0.000837
3440	0.000836
2199	0.000831
609 	0.000828
2143	0.000814
497 	0.000813
1593	0.000801
1688	0.000798
2642	0.000795
1847	0.000790
2283	0.000788
1193	0.000785
3962	0.000785
1334	0.000783
641 	0.000782
1098	0.000782
1070	0.000781
2038	0.000776
1136	0.000769
1509	0.000756
1926	0.000750
856 	0.000748
285 	0.000747
3989	0.000736
3797	0.000736
3540	0.000735
513 	0.000730
772 	0.000720
213 	0.000716
3750	0.000712
1537	0.000706
2081	0.000703
2384	0.000697
1617	0.000696
3721	0.000692
2512	0.000688
3550	0.000686
1338	0.000684
3872	0.000682
3651	0.000682
601 	0.000675
1540	0.000670
3886	0.000668
1702	0.000664
391 	0.000660
2111	0.000660
500 	0.000657
169 	0.000650
422 	0.000633
908 	0.000633
525 	0.000633
921 	0.000630
3556	0.000617
857 	0.000617
2054	0.000610
804 	0.000610
2176	0.000606
3692	0.000605
3101	0.000605
324 	0.000605
370 	0.000596
2328	0.000592
465 	0.000582
339 	0.000575
1590	0.000573
561 	0.000570
456 	0.000568
590 	0.000559
2333	0.000559
1806	0.000555
917 	0.000554
1369	0.000550
3263	0.000544
2292	0.000543
2128	0.000541
1178	0.000540
3943	0.000539
559 	0.000538
374 	0.000537
400 	0.000533
542 	0.000529
1360	0.000524
1518	0.000523
2325	0.000523
3487	0.000522
1312	0.000522
1555	0.000522
2302	0.000514
1574	0.000514
1584	0.000512
1523	0.000511
2247	0.000506
2869	0.000506
2072	0.000504
436 	0.000498
2336	0.000495
2510	0.000492
492 	0.000491
1217	0.000491
1028	0.000489
1549	0.000488
2031	0.000486
2498	0.000485
402 	0.000482
1274	0.000482
531 	0.000480
2327	0.000479
2511	0.000475
423 	0.000470
2419	0.000470
2472	0.000469
2102	0.000467
2032	0.000464
2598	0.000464
1782	0.000464
360 	0.000463
2398	0.000463
2132	0.000462
431 	0.000462
1513	0.000462
461 	0.000459
2068	0.000459
1182	0.000458
387 	0.000456
2282	0.000454
1109	0.000453
1545	0.000453
2509	0.000449
2174	0.000448
1909	0.000445
520 	0.000445
1825	0.000444
503 	0.000442
1226	0.000441
2491	0.000439
1358	0.000439
1783	0.000437
504 	0.000436
1237	0.000433
1911	0.000432
1327	0.000430
308 	0.000426
3723	0.000425
1945	0.000423
1863	0.000422
2451	0.000422
524 	0.000420
2617	0.000419
463 	0.000418
7   	0.000418
3385	0.000413
156 	0.000413
1618	0.000411
3741	0.000410
1197	0.000410
2087	0.000408
2629	0.000408
80  	0.000407
515 	0.000406
2417	0.000406
417 	0.000405
1077	0.000403
507 	0.000402
1431	0.000402
2368	0.000401
1800	0.000401
439 	0.000398
2026	0.000398
2071	0.000398
2399	0.000398
1511	0.000396
455 	0.000395
3111	0.000395
2223	0.000394
1307	0.000391
2250	0.000390
604 	0.000390
146 	0.000389
2501	0.000389
2461	0.000388
1846	0.000386
3258	0.000386
1425	0.000385
2344	0.000384
1730	0.000384
1485	0.000383
645 	0.000383
2319	0.000382
930 	0.000382
2313	0.000382
2138	0.000382
1985	0.000380
438 	0.000378
2471	0.000377
1088	0.000377
2153	0.000377
1626	0.000376
3961	0.000376
3609	0.000375
2203	0.000374
1866	0.000374
2127	0.000373
397 	0.000372
1947	0.000370
506 	0.000369
388 	0.000367
3020	0.000366
1888	0.000366
1620	0.000365
2116	0.000364
1458	0.000363
1320	0.000363
2187	0.000363
3265	0.000362
2233	0.000362
2951	0.000362
432 	0.000361
1013	0.000361
1768	0.000360
452 	0.000359
378 	0.000359
591 	0.000359
1408	0.000358
951 	0.000356
1964	0.000356
434 	0.000356
3019	0.000356
2394	0.000355
1959	0.000354
683 	0.000354
1692	0.000353
2529	0.000353
2183	0.000353
2294	0.000353
2279	0.000352
2458	0.000352
1328	0.000351
1939	0.000350
269 	0.000350
1972	0.000349
1813	0.000349
1128	0.000348
2224	0.000347
2730	0.000347
769 	0.000347
915 	0.000346
1494	0.000345
3248	0.000345
2616	0.000344
2389	0.000344
1604	0.000344
1440	0.000344
2594	0.000343
408 	0.000343
150 	0.000343
2155	0.000343
2062	0.000342
103 	0.000342
546 	0.000342
404 	0.000342
544 	0.000342
2863	0.000342
3100	0.000341
1435	0.000341
2649	0.000341
3406	0.000340
2042	0.000339
2264	0.000338
2142	0.000338
2364	0.000337
556 	0.000337
896 	0.000337
1277	0.000336
962 	0.000335
1883	0.000335
1973	0.000334
1745	0.000334
1622	0.000334
2533	0.000334
1114	0.000333
1612	0.000333
3154	0.000333
946 	0.000333
1827	0.000332
1995	0.000331
1238	0.000330
405 	0.000330
2475	0.000330
1210	0.000329
2171	0.000329
2724	0.000328
392 	0.000328
527 	0.000328
2508	0.000327
3397	0.000327
472 	0.000327
1761	0.000326
1472	0.000326
1951	0.000326
416 	0.000326
2547	0.000326
1808	0.000326
2003	0.000325
350 	0.000325
3291	0.000325
1487	0.000325
2608	0.000324
457 	0.000324
514 	0.000323
427 	0.000323
516 	0.000323
1852	0.000323
554 	0.000323
1377	0.000322
2284	0.000321
1480	0.000321
2267	0.000321
1567	0.000320
2592	0.000319
1598	0.000319
369 	0.000319
1104	0.000319
2463	0.000318
1778	0.000318
1746	0.000318
469 	0.000318
2643	0.000316
1199	0.000316
3604	0.000316
2385	0.000315
2597	0.000315
1374	0.000314
1446	0.000314
2001	0.000314
629 	0.000313
545 	0.000313
2538	0.000313
1473	0.000313
2640	0.000312
2254	0.000312
1780	0.000312
1025	0.000312
2149	0.000312
1421	0.000312
1769	0.000312
3090	0.000311
1329	0.000311
1630	0.000311
3280	0.000311
510 	0.000311
2716	0.000310
2180	0.000310
3302	0.000310
508 	0.000310
1204	0.000310
1955	0.000310
537 	0.000310
3320	0.000309
2459	0.000308
1948	0.000308
2588	0.000308
2555	0.000308
2039	0.000307
415 	0.000307
634 	0.000307
2018	0.000307
1591	0.000307
1146	0.000307
2004	0.000307
2225	0.000306
2502	0.000306
3233	0.000305
2839	0.000305
1179	0.000305
2754	0.000305
2567	0.000305
1998	0.000304
1705	0.000304
1991	0.000304
2024	0.000303
1196	0.000303
3186	0.000303
2647	0.000303
649 	0.000303
2101	0.000303
630 	0.000302
1794	0.000302
1528	0.000302
3051	0.000302
3366	0.000302
444 	0.000302
1471	0.000302
25  	0.000302
1512	0.000301
2053	0.000301
3363	0.000301
1559	0.000301
1175	0.000301
2526	0.000301
1588	0.000300
3426	0.000300
1235	0.000300
1916	0.000300
473 	0.000300
3002	0.000300
1740	0.000299
3521	0.000299
1467	0.000299
479 	0.000299
1221	0.000299
1014	0.000299
1836	0.000299
3596	0.000299
2324	0.000299
3168	0.000299
3201	0.000299
1410	0.000299
1427	0.000298
357 	0.000298
3330	0.000298
3140	0.000298
1390	0.000297
3198	0.000297
3256	0.000297
1589	0.000297
2125	0.000297
1187	0.000297
1367	0.000297
1078	0.000296
1192	0.000296
3214	0.000296
2447	0.000296
2560	0.000295
2589	0.000295
3082	0.000295
1976	0.000295
3117	0.000295
1844	0.000295
1399	0.000295
2742	0.000295
1881	0.000294
87  	0.000294
3162	0.000294
2946	0.000293
1803	0.000293
3179	0.000293
1475	0.000293
471 	0.000293
1222	0.000293
3304	0.000293
120 	0.000292
3136	0.000292
1305	0.000292
2583	0.000292
1313	0.000292
1804	0.000292
1049	0.000292
518 	0.000291
3545	0.000291
2144	0.000291
523 	0.000291
2194	0.000291
2378	0.000291
993 	0.000290
953 	0.000290
2494	0.000290
1674	0.000289
1124	0.000289
2436	0.000289
3331	0.000289
2246	0.000289
1613	0.000289
2904	0.000289
646 	0.000289
1391	0.000288
1932	0.000288
1786	0.000288
1343	0.000288
2659	0.000288
2445	0.000288
2278	0.000288
496 	0.000288
1920	0.000288
451 	0.000288
3005	0.000288
2009	0.000288
3011	0.000288
1075	0.000288
1255	0.000288
1833	0.000287
2065	0.000287
967 	0.000287
3274	0.000287
1080	0.000287
277 	0.000287
1637	0.000287
1052	0.000287
3038	0.000287
3289	0.000287
2027	0.000287
246 	0.000286
2343	0.000286
2148	0.000286
3116	0.000286
3938	0.000286
1155	0.000286
3027	0.000286
549 	0.000286
2901	0.000286
1610	0.000286
3342	0.000286
1703	0.000285
2135	0.000285
2764	0.000285
2611	0.000285
3077	0.000285
3360	0.000285
2660	0.000285
2780	0.000285
1447	0.000285
1211	0.000285
995 	0.000285
1557	0.000285
2778	0.000284
3386	0.000284
1861	0.000284
1373	0.000284
3150	0.000284
3097	0.000284
2636	0.000284
430 	0.000284
1110	0.000284
1707	0.000284
1048	0.000284
3327	0.000283
1529	0.000283
480 	0.000283
1300	0.000283
570 	0.000283
1683	0.000283
1469	0.000283
705 	0.000283
512 	0.000283
678 	0.000283
2738	0.000283
2229	0.000283
2748	0.000283
1714	0.000283
1791	0.000282
3152	0.000282
968 	0.000282
2979	0.000282
3034	0.000282
2944	0.000282
3076	0.000282
1680	0.000282
3185	0.000282
2372	0.000282
3434	0.000281
2653	0.000281
1551	0.000281
2137	0.000281
2241	0.000281
1694	0.000281
2693	0.000281
2332	0.000281
2976	0.000280
2719	0.000280
1032	0.000280
2239	0.000280
3324	0.000280
1709	0.000280
1554	0.000280
776 	0.000280
2377	0.000280
3017	0.000280
217 	0.000279
1059	0.000279
482 	0.000279
3107	0.000279
1017	0.000279
1828	0.000279
1899	0.000279
2793	0.000279
2126	0.000279
1725	0.000279
3072	0.000279
1148	0.000279
1893	0.000279
1839	0.000278
1897	0.000278
980 	0.000278
2169	0.000278
2883	0.000278
1214	0.000278
1459	0.000278
1611	0.000278
1366	0.000278
3350	0.000277
1845	0.000277
2355	0.000277
493 	0.000277
558 	0.000277
1322	0.000277
2134	0.000277
2037	0.000277
1273	0.000276
1409	0.000276
2635	0.000276
2781	0.000276
1160	0.000276
1250	0.000276
1729	0.000276
2661	0.000276
1790	0.000276
1831	0.000276
1675	0.000276
3353	0.000276
1345	0.000276
1573	0.000276
3295	0.000275
407 	0.000275
271 	0.000275
2624	0.000275
2707	0.000275
2966	0.000275
1817	0.000274
1006	0.000274
1460	0.000274
3412	0.000274
1184	0.000274
2052	0.000274
1515	0.000274
3411	0.000274
3084	0.000274
1331	0.000274
3035	0.000274
1357	0.000274
2813	0.000274
2157	0.000274
3026	0.000273
913 	0.000273
2337	0.000273
1736	0.000273
1983	0.000273
2309	0.000273
2163	0.000273
1661	0.000273
1272	0.000273
163 	0.000273
3705	0.000273
3104	0.000273
2351	0.000273
1283	0.000273
2877	0.000272
2060	0.000272
2694	0.000272
3396	0.000272
1720	0.000272
3584	0.000272
639 	0.000272
2232	0.000271
1639	0.000271
1876	0.000271
1717	0.000271
2002	0.000271
2915	0.000271
2734	0.000271
1871	0.000271
2786	0.000271
435 	0.000271
3335	0.000271
927 	0.000271
1894	0.000271
1330	0.000271
1166	0.000271
1864	0.000271
2881	0.000271
3232	0.000270
1583	0.000270
3087	0.000270
367 	0.000270
978 	0.000270
3253	0.000270
3680	0.000270
1697	0.000270
2571	0.000270
1569	0.000270
1600	0.000270
1867	0.000270
1488	0.000270
421 	0.000270
3001	0.000270
2677	0.000270
534 	0.000270
2084	0.000270
1256	0.000270
1001	0.000270
1799	0.000270
3365	0.000270
3062	0.000270
2683	0.000270
1076	0.000270
3321	0.000269
3345	0.000269
3060	0.000269
1158	0.000269
1275	0.000269
3442	0.000269
1966	0.000269
2530	0.000269
2890	0.000269
2992	0.000269
3672	0.000269
2215	0.000269
1437	0.000269
2665	0.000269
3079	0.000269
2410	0.000269
3918	0.000268
1159	0.000268
